stringsfile version 1
3752
str_no_string NO_STRING!
str_lord_declines_negotiation_offer_default That_may_be,_but_I_wish_to_fight_with_you
str_lord_declines_negotiation_offer_martial That_may_be,_but_it_is_my_duty_to_fight_with_you
str_lord_declines_negotiation_offer_quarrelsome Hah!_I_want_to_fight_with_you
str_lord_declines_negotiation_offer_pitiless Why_should_I_care?_I_wish_to_fight_with_you
str_lord_declines_negotiation_offer_cunning Ah._Unfortunately,_you_see,_I_wish_to_fight_with_you
str_lord_declines_negotiation_offer_sadistic Still_your_tongue!_You_will_have_need_of_it_shortly,_while_begging_for_mercy
str_lord_declines_negotiation_offer_goodnatured I'm_sorry_--_I_can't_just_let_you_ride_away._No_hard_feelings?
str_lord_declines_negotiation_offer_upstanding That_may_be,_but_my_duty_to_my_overlord_requires_me_to_fight_with_you
str_prisoner_released_default You_have_my_gratitude,_{sir/madame}._I_shall_not_forget_your_kindness.
str_prisoner_released_martial You_are_indeed_a_{man/woman}_of_honour,_{sir/madame}._I_shall_not_forget_this!
str_prisoner_released_quarrelsome I'm_free?_Well..._Good_bye,_then.
str_prisoner_released_pitiless Thank_you._When_you_are_finally_defeated,_I_will_request_for_your_death_to_be_swift_and_merciful._Unless,_that_is,_you_care_to_join_us..._Good_bye,_for_now.
str_prisoner_released_cunning Am_I?_You_are_a_good_{man/woman}._I_will_try_to_find_a_way_to_repay_you.
str_prisoner_released_sadistic Am_I?_So_refined_is_your_cruelty,_that_you_would_rather_see_me_free_and_humiliated,_than_in_chains._Enjoy_your_triumph!
str_prisoner_released_goodnatured You_are_indeed_a_{man/woman}_of_honour,_{sir/madame}._I_shall_not_forget_this!
str_prisoner_released_upstanding You_are_indeed_a_{man/woman}_of_honour,_{sir/madame}._I_shall_not_forget_this!
str_enemy_meet_default Who_are_you,_that_comes_in_arms_against_me?
str_enemy_meet_martial What_is_your_name,_{sir/madame}?_If_we_come_to_blows,_I_would_know_whom_I_fight.
str_enemy_meet_quarrelsome Who_the_hell_are_you?
str_enemy_meet_pitiless Who_are_you?_Speak,_so_that_I_may_know_whom_I_slay.
str_enemy_meet_cunning Tell_me_your_name._It_is_always_good_to_know_your_enemy.
str_enemy_meet_sadistic Who_are_you?_Speak_quick,_before_I_cut_your_tongue_out.
str_enemy_meet_goodnatured What_is_your_name,_{sir/madame}?_If_we_come_to_blows,_I_would_know_whom_I_fight.
str_enemy_meet_upstanding Who_are_you,_who_would_come_in_arms_to_dispute_our_righteous_cause?
str_battle_won_default You_have_proven_yourself_a_most_valued_ally,_today.
str_battle_won_martial There_is_no_greater_fortune_than_the_chance_to_show_one's_valor_on_the_field_of_arms!
str_battle_won_quarrelsome Hah!_We_showed_those_bastards_a_thing_or_two,_there,_didn't_we?
str_battle_won_pitiless Together,_we_will_make_the_foe_learn_to_fear_our_names,_and_to_quail_at_our_coming!
str_battle_won_cunning Now,_we_must_be_sure_to_press_our_advantage,_so_that_the_blood_shed_today_is_not_wasted.
str_battle_won_sadistic Now_let_us_strip_their_dead_and_leave_them_for_the_crows,_so_that_all_will_know_the_fate_of_those_who_come_against_us.
str_battle_won_goodnatured That_was_a_good_scrap!_No_joy_like_the_joy_of_victory,_eh?
str_battle_won_upstanding Now,_let_us_give_thanks_to_the_heavens_for_our_victory,_and_mourn_the_many_fine_men_who_have_fallen_today.
str_battle_won_grudging_default You_helped_turn_the_tide_on_the_field,_today._Whatever_I_may_think_of_you,_I_cannot_fault_you_for_your_valor.
str_battle_won_grudging_martial {playername}_--_you_have_shown_yourself_a_worthy_{man/woman}_today,_whatever_your_misdeeds_in_the_past.
str_battle_won_grudging_quarrelsome Hmf._Yours_is_not_a_face_which_I_normally_like_to_see,_but_I_suppose_today_I_should_thank_you_for_your_help.
str_battle_won_grudging_pitiless Your_help_was_most_valuable_today._I_would_not_imagine_that_you_came_to_help_me_out_of_kindness,_but_I_nonetheless_thank_you.
str_battle_won_grudging_cunning It_would_be_unwise_of_me_not_to_thank_you_for_coming_to_help_me_in_my_hour_of_need._So..._You_have_my_gratitude.
str_battle_won_grudging_sadistic Well!_How_touching!_{playername}_has_come_to_rescue_me.
str_battle_won_grudging_goodnatured {playername}!_I_can't_say_that_we've_always_gotten_along_in_the_past,_but_you_fought_well_today._My_thanks_to_you!
str_battle_won_grudging_upstanding Perhaps_I_was_wrong_about_you._Your_arrival_was_most_timely._You_have_my_gratitude.
str_battle_won_unfriendly_default So_you're_here._Well,_better_late_than_never,_I_suppose.
str_battle_won_unfriendly_martial We_have_hard_harsh_words_in_the_past,_but_for_now_let_us_simply_enjoy_our_victory.
str_battle_won_unfriendly_quarrelsome If_you're_standing_there_waiting_for_thanks,_you_can_keep_waiting._Your_help_wasn't_really_needed,_but_I_guess_you_had_nothing_better_to_do,_right?
str_battle_won_unfriendly_pitiless You_have_come_here,_like_a_jackal_to_a_lion's_kill._Very_well_then,_help_yourself_to_the_spoils._I_shall_not_stop_you.
str_battle_won_unfriendly_cunning {playername}..._Well,_I_suppose_your_arrival_didn't_hurt,_although_I_won't_pretend_that_I'm_happy_to_see_you.
str_battle_won_unfriendly_sadistic Back_off,_carrion_fowl!_This_was_my_victory,_however_hard_you_try_to_steal_the_glory_for_yourself.
str_battle_won_unfriendly_goodnatured Oh,_it's_you._Well,_I_suppose_I_should_thank_you_for_your_help.
str_battle_won_unfriendly_upstanding Thank_you_for_coming_to_my_support._Now_I_will_be_off,_before_I_say_something_that_I_regret.
str_troop_train_request_default I_need_someone_like_you_to_knock_them_into_shape.
str_troop_train_request_martial They_need_someone_to_show_them_the_meaning_of_valor.
str_troop_train_request_quarrelsome Fat_lazy_bastards._They_make_me_puke.
str_troop_train_request_pitiless They_are_more_afraid_of_the_enemy_than_they_are_of_me,_and_this_will_not_do.
str_troop_train_request_cunning But_men,_like_swords,_are_tempered_and_hardened_by_fire.
str_troop_train_request_sadistic They_need_someone_with_steel_in_his_back_to_flog_some_courage_into_them,_or_kill_them_trying.
str_troop_train_request_goodnatured They're_good_enough,_but_I_am_afraid_that_they_are_not_quite_ready_for_a_battle_just_yet.
str_troop_train_request_upstanding It_would_be_tantamount_to_murder_for_me_to_lead_them_into_combat_in_their_current_state.
str_unprovoked_attack_default What?_Why_do_you_attack_us?_Speak,_you_rascal!
str_unprovoked_attack_martial I_have_no_objection_to_a_trial_of_arms,_but_I_would_ask_you_for_what_reason_you_attack_us?
str_unprovoked_attack_quarrelsome You're_making_a_big_mistake,_{boy/girl}._What_do_you_think_you're_doing?
str_unprovoked_attack_pitiless Indeed?_If_you_really_want_to_die_today,_I'd_be_more_than_happy_to_oblige_you,_but_I_am_curious_as_to_what_you_hope_to_accomplish.
str_unprovoked_attack_cunning Really?_I_think_that_you_are_acting_most_unwisely._What_do_you_hope_to_gain_by_this?
str_unprovoked_attack_sadistic What's_this?_Do_you_enjoy_having_your_eyes_put_out?
str_unprovoked_attack_goodnatured Why_do_you_do_this?_We've_got_no_quarrel,_{sir/madame}.
str_unprovoked_attack_upstanding I_consider_this_an_unprovoked_assault,_and_will_protest_to_your_overlord._Why_do_you_do_this?
str_unnecessary_attack_default I_will_not_hesitate_to_cut_you_down_if_pressed,_but_I_will_offer_you_the_chance_to_ride_away_from_this.
str_unnecessary_attack_martial I_am_eager_to_take_you_up_on_your_challenge,_{sir/madame},_although_I_will_give_you_a_minute_to_reconsider.
str_unnecessary_attack_quarrelsome Bah!_I'm_in_no_mood_for_this_nonsense_today._Get_out_of_my_way.
str_unnecessary_attack_pitiless I_am_in_a_merciful_mood_today._I_will_pretend_that_I_did_not_hear_you.
str_unnecessary_attack_cunning I_don't_see_what_you_have_to_gain_by_making_an_enemy_of_me._Maybe_you_should_just_ride_away.
str_unnecessary_attack_sadistic I_have_no_time_to_waste_on_a_worm_like_you._Get_out_of_my_way.
str_unnecessary_attack_goodnatured I_don't_see_what_you_have_to_gain_by_picking_a_fight,_{sir/madame}._You_can_still_ride_away.
str_unnecessary_attack_upstanding If_a_fight_is_what_you_wish,_{sir/madame},_then_you_will_have_one,_but_I_will_yet_offer_you_the_chance_to_back_down.
str_lord_challenged_default As_you_wish._Prepare_to_die!
str_lord_challenged_martial So_be_it._Defend_yourself!
str_lord_challenged_quarrelsome You_impudent_whelp!_I'll_crush_you!
str_lord_challenged_pitiless If_you_so_badly_wish_to_die,_then_I_have_no_choice_but_to_oblige_you.
str_lord_challenged_cunning Well,_if_you_leave_me_no_choice...
str_lord_challenged_sadistic You_heap_of_filth!_I'll_make_you_wish_you'd_never_been_born.
str_lord_challenged_goodnatured Very_well._I_had_hoped_that_we_might_avoid_coming_to_blows,_but_I_see_that_have_no_choice.
str_lord_challenged_upstanding So_be_it._It_saddens_me_that_you_cannot_be_made_to_see_reason.
str_lord_mission_failed_default Well,_I_am_disappointed,_but_I_am_sure_that_you_will_have_many_chances_to_redeem_yourself.
str_lord_mission_failed_martial There_is_no_honour_in_failing_a_quest_which_you_endeavoured_to_take,_but_I_will_accept_your_word_on_it.
str_lord_mission_failed_quarrelsome You_failed?_Bah._I_should_have_expected_as_much_from_the_likes_of_you.
str_lord_mission_failed_pitiless You_failed?_Well._You_disappoint_me._That_is_a_most_unwise_thing_to_do.
str_lord_mission_failed_cunning Well,_I_am_disappointed,_but_no_one_can_guarantee_that_the_winds_of_fortune_will_always_blow_their_way.
str_lord_mission_failed_sadistic Indeed?_Those_who_fail_me_do_not_always_live_to_regret_it.
str_lord_mission_failed_goodnatured Oh_well._It_was_a_long_shot,_anyway._Thank_you_for_making_an_effort.
str_lord_mission_failed_upstanding Very_well._I_am_sure_that_you_gave_it_your_best_effort.
str_lord_follow_refusal_default Follow_you?_You_forget_your_station,_{sir/madame}.
str_lord_follow_refusal_martial Perhaps_if_you_one_day_prove_yourself_a_valorous_and_honourable_warrior,_then_I_would_follow_you._But_not_today.
str_lord_follow_refusal_quarrelsome Follow_someone_like_you?_I_don't_think_so.
str_lord_follow_refusal_pitiless Lords_like_me_do_not_follow_people_like_you,_{sir/madame}.
str_lord_follow_refusal_cunning First_show_me_that_you_are_the_type_of_{man/woman}_who_will_not_lead_me_into_disaster,_and_then_perhaps_I_will_follow_you.
str_lord_follow_refusal_sadistic I_think_not!_Rather,_you_should_follow_me,_as_a_whipped_cur_follows_{his/her}_master.
str_lord_follow_refusal_goodnatured Um,_I_am_a_bit_pressed_with_errands_right_now._Perhaps_at_a_later_date.
str_lord_follow_refusal_upstanding First_show_me_that_you_are_worthy_to_lead,_and_then_perhaps_I_will_follow.
str_lord_insult_default base_varlot
str_lord_insult_martial dishonourable_knave
str_lord_insult_quarrelsome filth-swilling_bastard
str_lord_insult_pitiless low-born_worm
str_lord_insult_cunning careless_oaf
str_lord_insult_sadistic sniveling_cur
str_lord_insult_goodnatured unpleasant_fellow
str_lord_insult_upstanding disgraceful_scoundrel
str_lord_derogatory_default base_and_vile
str_lord_derogatory_martial bullheaded
str_lord_derogatory_quarrelsome quarrelsome_and_divisive
str_lord_derogatory_pitiless cruel,_tyrannical
str_lord_derogatory_cunning unscrupulous_and_manipulative
str_lord_derogatory_sadistic vile_and_dishonorable
str_lord_derogatory_goodnatured hopelessly_naive
str_lord_derogatory_upstanding stiffnecked_and_sanctimonious
str_lord_derogatory_result bring_us_to_ruin
str_lord_derogatory_martial_action attack_the_enemy_without_thought_or_plan,_and_throw_away_the_lives_of_your_men
str_lord_derogatory_quarrelsome_action pick_fights_with_other_lords,_leaving_us_divided_and_weak
str_lord_derogatory_pitiles_action alienate_the_commons,_provoking_revolt_and_mutiny
str_lord_derogatory_cunning_action cut_a_deal_with_the_enemy_behind_our_back
str_lord_derogatory_sadistic_action bring_shame_upon_our_cause_and_our_domain
str_lord_derogatory_goodnatured_action take_pity_on_our_enemies,_rather_than_fight_them
str_lord_derogatory_upstanding_action place_your_own_exaggerated_sense_of_honor_above_the_needs_of_the_domain
str_rebellion_dilemma_default {!}[liege]
str_rebellion_dilemma_martial {s45}_was_clearly_wronged._Although_I_gave_an_oath_to_{s46},_it_does_not_bind_me_to_support_him_if_he_usurped_his_domain_illegally.
str_rebellion_dilemma_quarrelsome Hmm._{s46}_has_never_given_me_my_due,_so_I_don't_figure_I_owe_him_much._However,_maybe_{s45}_will_be_no_better,_and_{s46}_has_at_least_shown_himself_.
str_rebellion_dilemma_pitiless Hmm._{s45}_says_{reg3?she:he}_is_the_rightful_heir_to_the_domain._That_is_good_--_it_absolves_me_of_my_oath_to_{s46}._But_still_I_must_weight_my_decision_carefully.
str_rebellion_dilemma_cunning Hmm._I_gave_an_oath_of_loyalty_to_{s46},_yet_the_powerful_are_not_bound_by_their_oaths_as_our_ordinary_people._Our_duty_is_to_our_own_ability_to_rule,_to_impose_order_and_prevent_the_war_of_all_against_all.
str_rebellion_dilemma_sadistic Hmm._In_this_vile_world,_a_wise_man_must_think_of_himself,_for_no_one_else_will._So_--_what's_in_it_for_me?
str_rebellion_dilemma_goodnatured I_do_not_know_what_to_say._I_gave_an_oath_to_{s46}_as_the_lawful_ruler,_but_if_he_is_not_the_lawful_ruler,_I_don't_know_if_I_am_still_bound.
str_rebellion_dilemma_upstanding This_is_troublesome._It_is_a_grave_thing_to_declare_my_loyalty_to_{s46}_to_be_null_and_void,_and_dissolve_the_bonds_which_keep_our_land_from_sinking_into_anarchy._Yet_I_am_also_pledged_to_support_the_legitimacy_of_the_succession,_and_{s45}_also_has_a_valid_claim_to_the_domain.
str_rebellion_dilemma_2_default {!}[liege]
str_rebellion_dilemma_2_martial On_the_other_hand,_{s46}_has_led_us_in_war_and_peace,_and_I_am_loathe_to_renounce_my_allegiance.
str_rebellion_dilemma_2_quarrelsome So_tell_me,_why_should_I_turn_my_back_on_the_bastard_I_know,_in_favor_of_{reg3?a_woman:the_bastard}_I_don't_know?
str_rebellion_dilemma_2_pitiless It_is_a_most_perilous_position_to_be_in,_to_be_asked_whom_I_would_make_{reg3?ruler:king}_of_this_land._Yet_it_is_also_a_time_of_opportunity,_for_me_to_reap_the_rewards_that_have_always_been_my_due!
str_rebellion_dilemma_2_cunning {s46}_has_been_challenged,_and_thus_he_will_never_be_able_to_rule_as_strongly_as_one_whose_claim_has_never_been_questioned._Yet_if_{s45}_takes_the_domain_by_force,_{reg3?she:he}_will_not_be_as_strong_as_one_who_succeeded_peacefully.
str_rebellion_dilemma_2_sadistic Perhaps_if_I_join_{s45}_while_{reg3?she:he}_is_still_weak_{reg3?she:he}_will_enrich_me,_but_perhaps_if_I_bring_{s46}_your_head_he_will_give_me_an_even_greater_reward.
str_rebellion_dilemma_2_goodnatured {s46}_has_always_treated_me_decently,_yet_it's_true_that_he_did_wrong_to_{s45}._I_hesitate_to_renounce_my_loyalty_to_{s46},_yet_I_also_don't_think_it's_right_to_support_injustice.
str_rebellion_dilemma_2_upstanding I_feel_that_I_must_do_whatever_is_best_for_the_domain,_to_avoid_it_being_laid_waste_by_civil_war_and_ravaged_by_its_enemies.
str_political_philosophy_default {!}[liege]
str_political_philosophy_martial My_sword_is_at_the_disposal_of_my_overlord,_so_long_as_he_upholds_his_duty_to_me.
str_political_philosophy_quarrelsome Bah._They're_all_a_bunch_of_bastards._I_try_to_make_sure_that_the_ones_who_wrong_me_learn_to_regret_it.
str_political_philosophy_pitiless Men_will_always_try_to_cheat_others_of_their_rightful_due._In_this_faithless_world,_each_must_remain_vigilant_of_his_own_rights.
str_political_philosophy_cunning Well,_it's_a_harsh_world,_and_it_is_our_lot_to_face_harsh_choices._Sometimes_one_must_serve_a_tyrant_to_keep_the_peace,_but_sometimes_a_bit_of_rebellion_keeps_the_kings_honest._Circumstance_is_all.
str_political_philosophy_sadistic My_philosophy_is_simple:_it_is_better_to_be_the_wolf_than_the_lamb.
str_political_philosophy_goodnatured Well,_you_should_keep_faith_with_your_promises,_and_not_do_injustice_to_others._Sometimes_it's_hard_to_balance_those._Stick_with_people_you_trust,_I_think,_and_it's_hard_to_go_far_wrong.
str_political_philosophy_upstanding Kingship_and_lordship_have_been_instituted_to_keep_the_peace_and_prevent_the_war_of_all_against_all,_yet_that_must_not_blind_us_to_the_possibility_of_injustice.
str_political_philosophy_roguish Hmm.._I_guess_I'm_thinking_that_it's_good_to_be_a_lord.
str_political_philosophy_benefactor A_good_ruler_makes_sure_all_are_treated_justly._Personally,_I_intend_to_use_my_authority_to_better_the_lot_of_those_who_live_in_my_demesne.
str_political_philosophy_custodian A_good_ruler_creates_the_proper_conditions_for_people_to_prosper._Personally,_I_intend_to_use_my_wealth_to_create_more_wealth,_for_myself_and_for_the_common_benefit.
str_rebellion_prior_argument_very_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_great_lord,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_great_lord,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_great_lord,_but_I_do_not_find_them_convincing.
str_rebellion_prior_argument_very_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_great_lord,_but_I_disagree_with_most_of_them.
str_rebellion_rival_default {!}[liege]
str_rebellion_rival_martial {s49}_your_ally_{s44}_once_questioned_my_honour_and_my_bravery._It's_not_often_I_get_the_chance_to_face_him_in_battle,_and_make_him_retract_his_statement.
